qc_id,objectid,region_nam,parent_cod,district,code,mahalla_no,shape_leng,shape_area,mfy_id,social_dat,social_d_1,social_d_2,social_d_3,social_d_4,social_d_5,social_d_6,social_d_7,social_d_8,social_d_9,social_d10,social_d11,social_d12,social_d13,population,area,density,NDVI_mean,NDVI_mean_1
129,566,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Ken'es OFY,0.747292571,0.015676877,23100010,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КEНEС,1735,1735240,871,806,"1,581",317,10,24,228,279,723,"2,107",141814201.5,1.49E-08,2404.127197,0.24041272
130,567,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Qamis ariq OFY,0.533085255,0.013059026,23100008,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КАМЫС АРЫК,1735,1735240,915,838,"1,656",422,13,25,142,330,724,"2,177",118445920.1,1.84E-08,2849.360596,0.28493606
131,568,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Baxitli OFY,0.609282209,0.012644576,23100002,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,БАХЫТЛЫ,1735,1735240,922,856,"1,567",365,23,34,181,354,610,"2,107",114533787.5,1.84E-08,2812.575928,0.281257593
132,569,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Tag' jap OFY,0.592792038,0.011304509,23100018,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ТАГ ЖАП,1735,1735240,833,795,"1,446",327,26,24,145,295,629,"1,941",102453411.3,1.89E-08,2969.526367,0.296952637
133,570,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Qosterek OFY,1.154088522,0.023931958,23100013,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,КОСТEРEК,1735,1735240,591,540,"1,032",246,7,16,66,263,434,"1,404",216214416.6,6.49E-09,1868.545532,0.186854553
134,571,Qoraqalpog'iston Respublikasi,1735,Chimboy tumani,1735240,Gulistan MFY,0.223124828,0.000552577,23100005,QORAQALPOG'ISTON RESPUBLIKASI,ChIMBOY tuman,ГУЛИСТОН,1735,1735240,668,607,"1,222",336,14,24,161,204,483,"1,605",5013603.099,3.20E-07,2643.745361,0.264374536
136,573,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Ayoqchi MFY,0.151810647,0.001005858,23010001,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,АЁҚЧИ,1735,1735204,745,664,"1,467",269,29,53,113,184,819,"1,889",9260633.766,2.04E-07,3313.77832,0.331377832
137,574,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Yangiobod MFY,0.077984913,0.000156341,23010049,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,яНГИОБОД,1735,1735204,285,253,471,128,13,18,27,45,240,642,1436394.033,0.000446953,2503.180908,0.250318091
138,575,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Jumurtov ShFY,0.295709717,0.001992216,23010020,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ДЖУМУРТОВ,1735,1735204,536,473,971,194,4,39,30,103,601,"1,259",18312090.68,6.88E-08,1788.879395,0.178887939
143,580,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Amir Temur MFY,0.274305954,0.002659399,23010002,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,АМИР ТEМУР,1735,1735204,575,514,"1,067",301,17,16,52,124,557,"1,433",24419659.15,5.87E-08,2969.985107,0.296998511
144,581,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qipchoq SHFY,0.073348203,0.000265558,23010024,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КИПЧОҚ ШАХАРЧА,1735,1735204,434,366,760,172,5,25,28,57,473,"1,034",2435339.459,4.25E-07,2334.849609,0.233484961
145,582,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bo‘ston MFY,0.060805296,0.000174802,23010013,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БўСТОН,1735,1735204,726,623,"1,284",294,16,15,63,108,788,"1,740",1605507.302,1.08E-06,2183.085693,0.218308569
311,748,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Do'stlik MFY,0.036641092,6.65E-05,23170024,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,9-ДОСЛЫК,1735,1735401,296,249,421,147,7,5,19,19,224,608,607672.5873,0.001000539,1467.89978,0.146789978
146,583,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qilichboy OFY,0.153616731,0.001014632,23010023,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КИЛИЧБОЙ,1735,1735204,892,795,"1,676",298,37,44,151,191,955,"2,134",9339334.148,2.28E-07,3220.253174,0.322025317
148,585,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Xolimbeg OFY,0.255607284,0.003343276,23010045,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ХОЛИМБEК,1735,1735204,"1,125","1,015","2,183",403,95,38,263,246,"1,138","2,802",30776052.68,9.10E-08,3435.529541,0.343552954
147,584,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,O‘rta qal’a OFY,0.175331585,0.001089292,23010041,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,УРТА КАЛА,1735,1735204,838,728,"1,528",376,11,35,64,280,762,"2,095",10011526.08,2.09E-07,3085.519287,0.308551929
162,599,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Nazarxon OFY,1.411086657,0.030886527,23010029,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,НАЗАРХОН,1735,1735204,647,584,"1,264",369,5,19,62,204,605,"1,619",282795144.5,5.72E-09,1912.572021,0.191257202
163,600,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bog‘ MFY,0.305771039,0.002908547,23010008,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БОҒ,1735,1735204,685,601,"1,196",329,22,17,55,209,564,"1,614",26744064.14,6.03E-08,3109.969727,0.310996973
149,586,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qangli OFY,0.264139314,0.002410807,23010021,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КАНГЛИ,1735,1735204,460,406,850,257,26,21,6,108,432,"1,135",22103208.67,5.14E-08,3109.541016,0.310954102
150,587,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Xizr eli MFY,0.193805606,0.001500292,23010043,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ХИЗР ЭЛИ,1735,1735204,625,543,"1,131",208,15,21,93,182,612,"1,518",13802790.36,1.10E-07,3297.813965,0.329781396
164,601,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Farovon MFY,0.066401416,0.000183461,23010042,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ФАРОВОН,1735,1735204,319,282,574,168,9,23,43,94,237,777,1685484.925,0.000460995,2370.14502,0.237014502
151,588,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Do‘rman OFY,0.154147531,0.001432541,23010016,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ДЎРМАН,1735,1735204,429,376,734,143,22,15,61,116,377,979,13194673.52,7.42E-05,2939.528076,0.293952808
165,602,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Beshtom MFY,0.608438831,0.010551902,23010006,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БEШ ТОМ,1735,1735204,493,467,854,160,10,19,47,147,471,"1,123",96791142.49,1.16E-08,2024.40271,0.202440271
166,603,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Choyko‘l OFY,0.256889138,0.002494985,23010046,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ЧОЙКУЛ,1735,1735204,"1,191","1,065","2,243",487,33,47,44,307,"1,325","2,923",22900099.5,1.28E-07,3117.546631,0.311754663
167,604,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Arna bo‘yi MFY,0.201471786,0.001416444,23010003,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,АРНА БЎЙИ,1735,1735204,599,552,"1,105",266,26,55,72,136,550,"1,504",13018961.09,1.16E-07,3266.917969,0.326691797
168,605,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Jumir ovul MFY,0.281832147,0.00300925,23010019,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ЖУМУРОВУЛ,1735,1735204,719,620,"1,367",332,10,29,64,247,685,"1,818",27661478.14,6.57E-08,2807.68335,0.280768335
276,713,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Qizil qum MFY,0.155521106,0.001319384,23170042,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,33-КЫЗЫЛ Қум,1735,1735401,641,558,"1,009",221,7,24,59,48,650,"1,416",12065009.27,1.17E-07,1152.021484,0.115202148
277,714,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Qumbiz awil MFY,0.119190348,0.000344296,23170038,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,47-ҚумБЫЗ АУЫЛ,1735,1735401,643,576,957,396,12,21,31,101,396,"1,342",3144569.395,4.27E-07,1893.279297,0.18932793
152,589,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Nаvоiy MFY,0.065395586,0.000160305,23010030,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,НАВОИЙ,1735,1735204,684,546,"1,157",274,10,20,75,93,685,"1,600",1472573.303,1.09E-06,1910.374512,0.191037451
172,609,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Olmazor MFY,0.057846025,0.000189673,23010034,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ОЛМАЗОР,1735,1735204,493,418,739,198,8,23,74,103,333,"1,093",1742194.013,6.27E-07,2117.492676,0.211749268
153,590,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Tosh qal’a MFY,0.213487642,0.001301803,23010037,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ТОШ КАЛЪА,1735,1735204,568,478,"1,082",180,31,13,32,113,713,"1,376",11986820.31,1.15E-07,3137.830811,0.313783081
173,610,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Tor yop MFY,0.323768031,0.003289506,23010035,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ТОР ЁП,1735,1735204,710,642,"1,278",301,4,16,72,172,713,"1,700",30265087.46,5.62E-08,2998.452637,0.299845264
174,611,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qizilcholi MFY,0.2616695,0.002731524,23010022,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КИЗИЛЧОЛИ,1735,1735204,636,589,"1,102",292,12,16,46,180,556,"1,479",25135648.94,5.88E-08,2922.523682,0.292252368
175,612,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Kuyuk kupir OFY,0.291667466,0.00261062,23010028,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КУюК-КУПИР,1735,1735204,699,629,"1,348",261,10,34,85,199,759,"1,746",24014756.15,7.27E-08,3042.405518,0.304240552
154,591,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Xitoy OFY,0.159041963,0.000855087,23010044,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ХИТОЙ,1735,1735204,553,495,"1,028",229,13,40,39,117,590,"1,364",7870003.953,1.73E-07,3220.719971,0.322071997
155,592,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Namuna MFY,0.174649628,0.001324644,23010031,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,НАМУНА,1735,1735204,501,434,913,192,30,10,40,112,529,"1,202",12193273.46,9.86E-08,3161.193848,0.316119385
278,715,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Vatanparvar MFY,0.090643322,0.000396142,23170017,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,ВАТАН ПАРВАР,1735,1735401,50,50,53,21,1,2,6,1,22,90,3618607.022,2.49E-05,1510.0896,0.15100896
156,593,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bo‘z yop OFY,0.323770371,0.003935612,23010011,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БУЗ ЁП,1735,1735204,748,698,"1,266",276,28,34,152,180,596,"1,701",36239501.99,4.69E-08,3066.496338,0.306649634
157,594,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Besh ovul MFY,0.226335091,0.001963895,23010005,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БEШ ОВУЛ,1735,1735204,522,474,"1,024",198,22,36,66,97,605,"1,334",18077313.06,7.38E-08,3112.273193,0.311227319
158,595,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Yuqori qishloq MFY,0.245592812,0.001974016,23010048,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,юқОРИ қИШЛОқ,1735,1735204,418,355,830,163,37,11,31,114,474,"1,071",18180561.97,5.89E-08,3047.37915,0.304737915
383,820,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,G‘arezsizlik guzari MFY,0.045414403,9.97E-05,23140005,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,ГАРEЗСИЗЛИК ГУЗАРИ,1735,1735211,290,264,510,182,5,3,61,52,207,669,903111.8718,0.000740772,2144.553223,0.214455322
159,596,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Uyshin MFY,0.207176946,0.001538574,23010040,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,УЙШИН,1735,1735204,508,438,959,210,9,27,7,108,598,"1,271",14113406.49,9.01E-08,3240.914551,0.324091455
160,597,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bosuv MFY,0.234993793,0.002105431,23010010,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БОСУВ,1735,1735204,532,483,"1,032",272,19,28,34,149,530,"1,330",19334288.83,6.88E-08,3130.178467,0.313017847
161,598,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,O‘zbekiston MFY,0.246872512,0.00149459,23010039,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ЎЗБEКИСТОН,1735,1735204,480,431,840,165,8,30,31,197,409,"1,146",13747369.96,8.34E-08,3102.414307,0.310241431
169,606,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qoromon MFY,0.245613975,0.002071779,23010026,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ҚОРАМОН,1735,1735204,767,662,"1,439",257,33,21,103,248,777,"1,866",19096301.07,9.77E-08,3256.509277,0.325650928
170,607,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Bo‘z solma MFY,0.16652262,0.001570544,23010012,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,БУЗ СОЛМА,1735,1735204,625,560,"1,214",165,10,12,159,176,692,"1,557",14469813.82,1.08E-07,3083.926025,0.308392603
171,608,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qum yop MFY,0.369460654,0.002690805,23010027,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,Қум ЁП,1735,1735204,744,624,"1,638",400,16,39,14,127,"1,042","2,096",24657744.1,8.50E-08,3003.482178,0.300348218
176,613,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Do‘stlik MFY,0.088758297,0.000242567,23010018,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,Дўстлик,1735,1735204,442,375,814,249,15,12,69,77,392,"1,097",2228762.348,4.92E-07,2489.579346,0.248957935
177,614,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Tosh yop OFY,0.214216312,0.00155814,23010036,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ТОШ ЁП,1735,1735204,592,513,"1,103",230,12,34,33,181,613,"1,474",14314540.11,1.03E-07,3068.545166,0.306854517
183,620,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Daryo buyi MFY,0.102969999,0.000522883,23010015,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ДАРЁ БЎЙИ,1735,1735204,430,365,728,203,5,24,11,89,396,979,4794699.212,0.000204184,2851.204102,0.28512041
178,615,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Oybek MFY,0.083909777,0.000221816,23010032,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ОЙБEК,1735,1735204,726,617,"1,290",251,11,33,64,163,768,"1,722",2037047.442,8.45E-07,2365.68335,0.236568335
184,621,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Paxtachi MFY,0.169453903,0.001066601,23120027,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ПАХТАЧИ,1735,1735250,794,778,"1,174",327,35,9,388,304,111,"1,669",9874034.743,1.69E-07,3161.449707,0.316144971
185,622,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,A.Navoiy MFY,0.115206456,0.000365415,23120001,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,А.НАВОИЙ,1735,1735250,411,393,550,267,8,10,139,55,71,829,3371249.835,0.000245903,2630.426025,0.263042603
186,623,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Aqchаko‘l OFY,0.545517536,0.007503145,23120004,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,АКЧАКУЛ,1735,1735250,782,731,"1,331",571,20,17,317,236,170,"1,859",69174783.27,2.69E-08,2299.835205,0.229983521
280,717,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Kattagar MFY,0.04912116,0.000112103,23170033,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,19-КАТТАГАР,1735,1735401,598,522,936,255,5,25,68,70,513,"1,344",1024250.085,1.31E-06,1327.988403,0.13279884
179,616,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Gulzor MFY,0.05128116,0.000147975,23010014,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ГУЛЗОР,1735,1735204,548,475,863,227,16,34,52,56,478,"1,204",1358990.426,8.86E-07,2197.027588,0.219702759
198,635,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Saxtiyon SHFY,0.155991524,0.000810827,23120029,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,САХТИЁН,1735,1735250,432,420,654,260,12,4,183,117,78,890,7495953.613,0.000118731,3196.167969,0.319616797
199,636,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Koinot MFY,0.190793221,0.001826038,23120023,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,КОИНОТ,1735,1735250,79,77,131,40,1,0,36,42,12,176,16856308.22,1.04E-05,2263.077637,0.226307764
281,718,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Jayxun MFY,0.138187925,0.000806366,23170026,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,34-ЖАЙХУН,1735,1735401,927,803,"1,570",418,7,41,67,108,929,"2,241",7378215.035,3.04E-07,1197.373047,0.119737305
282,719,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Jipek joli MFY,0.057368631,6.38E-05,23170030,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,55-ЖИПEК ЖОЛЫ,1735,1735401,646,550,"1,028",314,15,20,91,111,477,"1,516",583462.0183,2.60E-06,1198.598877,0.119859888
180,617,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Durunki MFY,0.071620035,0.000218799,23010017,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ДУРУНКИ,1735,1735204,541,462,946,251,17,13,52,137,476,"1,301",2010443.325,6.47E-07,2311.887451,0.231188745
181,618,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Chordara MFY,0.07501326,0.000217843,23010047,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,ЧОРДАРА,1735,1735204,536,436,871,242,15,28,75,71,440,"1,235",2001405.677,6.17E-07,1891.212891,0.189121289
182,619,Qoraqalpog'iston Respublikasi,1735,Amudaryo tumani,1735204,Qipchoq OFY,0.248364186,0.000787497,23010025,QORAQALPOG'ISTON RESPUBLIKASI,AMUDARYo tuman,КИПЧОҚ,1735,1735204,580,526,"1,046",231,18,52,22,107,616,"1,398",7223411.635,1.94E-07,3020.07959,0.302007959
187,624,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Ayozqal’a MFY,0.274913567,0.003798207,23120003,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,АяЗКАЛЪА,1735,1735250,172,172,269,89,1,4,59,62,54,378,34984125.85,1.08E-05,2035.192627,0.203519263
188,625,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Ellikqal’a OFY,0.802927986,0.00923245,23120036,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ЭЛЛИККАЛЪА,1735,1735250,920,899,"1,403",541,32,14,344,245,227,"1,945",85132240.51,2.28E-08,2047.931396,0.20479314
189,626,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Guldursun OFY,0.44311823,0.004539593,23120007,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ГУЛДУРСИН,1735,1735250,913,896,"1,430",560,24,11,340,387,108,"1,939",41963452.87,4.62E-08,2490.501953,0.249050195
190,627,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Ibn Sino MFY,0.10359181,0.000182714,23120012,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ИБН СИНО,1735,1735250,187,170,227,123,11,8,41,23,21,345,1685429.137,0.000204696,2799.614014,0.279961401
191,628,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Iftixor MFY,0.370683388,0.003820791,23120015,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ИФТИХОР,1735,1735250,604,590,"1,006",392,26,25,246,248,69,"1,376",35293619.97,3.90E-08,2775.162842,0.277516284
218,655,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Qoshqo'ra MFY,0.197583216,0.001015591,23120018,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,КОШКУРА,1735,1735250,838,822,"1,310",410,30,25,395,268,182,"1,829",9404011.975,1.94E-07,3183.615479,0.318361548
219,656,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Chuqurqoq MFY,0.107338847,0.000760057,23120033,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ЧУКУРКОҚ,1735,1735250,56,56,76,50,0,1,4,15,6,114,6921830.141,1.65E-05,894.2479248,0.089424792
192,629,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Iqbol MFY,0.143451261,0.000673648,23120013,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,Иқбол,1735,1735250,199,191,281,116,10,6,64,53,32,390,6215096.578,6.28E-05,1985.310791,0.198531079
232,669,Qoraqalpog'iston Respublikasi,1735,Taxtako`pir tumani,1735230,Qoniratkol OFY,5.457639912,0.923807801,23070011,QORAQALPOG'ISTON RESPUBLIKASI,Taxtako'pir tuman,КОНЫРАТКОЛ,1735,1735230,219,185,396,136,4,7,19,122,108,504,8283633110,6.08E-08,1046.878418,0.104687842
233,670,Qoraqalpog'iston Respublikasi,1735,Taxtako`pir tumani,1735230,Mulik OFY,6.687236281,1.311015958,23070015,QORAQALPOG'ISTON RESPUBLIKASI,Taxtako'pir tuman,МУЛИК,1735,1735230,159,150,283,94,8,9,17,102,53,377,11877332776,3.17E-08,947.1071777,0.094710718
193,630,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Istiqlol MFY,0.081232574,0.000145662,23120014,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ИСТИҚЛОЛ,1735,1735250,349,338,532,190,5,9,142,125,61,716,1343551.985,0.000532916,1784.071045,0.178407104
194,631,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Navbahor MFY,0.226774767,0.000985542,23120024,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,НАВБАХОР,1735,1735250,489,469,781,269,6,5,248,197,56,"1,065",9122535.156,1.17E-07,3173.150635,0.317315063
195,632,Qoraqalpog'iston Respublikasi,1735,Ellikqal'a tumani,1735250,Oqoltin MFY,0.262962186,0.0026814,23120026,QORAQALPOG'ISTON RESPUBLIKASI,ELLIKQAL'A tuman,ОҚ ОЛТИН,1735,1735250,441,428,640,155,14,4,187,197,83,881,24765163.24,3.56E-05,2277.24585,0.227724585
